trend_id,keyword_tracked,search_date,search_interest_score,geo_region,top_related_query_1,top_related_query_2,top_related_query_3,rising_query_1,rising_query_2,weekly_momentum_pct,monthly_momentum_pct
gtr_ai_prompt_agentic_AI_20260105,agentic AI,2026-01-05,45,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,-2.09,-9.33
gtr_ai_prompt_agentic_AI_20260112,agentic AI,2026-01-12,57,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,2.03,3.28
gtr_ai_prompt_agentic_AI_20260119,agentic AI,2026-01-19,48,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,0.07,14.91
gtr_ai_prompt_agentic_AI_20260126,agentic AI,2026-01-26,58,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,4.86,0.51
gtr_ai_prompt_agentic_AI_20260202,agentic AI,2026-02-02,52,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,2.51,2.9
gtr_ai_prompt_agentic_AI_20260209,agentic AI,2026-02-09,42,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,-3.87,-9.1
gtr_ai_prompt_agentic_AI_20260216,agentic AI,2026-02-16,49,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,-1.91,-0.33
gtr_ai_prompt_agentic_AI_20260223,agentic AI,2026-02-23,49,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,-0.76,4.79
gtr_ai_prompt_agentic_AI_20260302,agentic AI,2026-03-02,53,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,1.56,-6.22
gtr_ai_prompt_agentic_AI_20260309,agentic AI,2026-03-09,48,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,4.1,-9.34
gtr_ai_prompt_agentic_AI_20260316,agentic AI,2026-03-16,49,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,0.34,11.04
gtr_ai_prompt_agentic_AI_20260323,agentic AI,2026-03-23,42,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,-1.11,-9.13
gtr_ai_prompt_agentic_AI_20260330,agentic AI,2026-03-30,52,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,-0.45,-9.79
gtr_ai_prompt_agentic_AI_20260406,agentic AI,2026-04-06,43,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,3.52,12.49
gtr_ai_prompt_agentic_AI_20260413,agentic AI,2026-04-13,53,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,-0.34,2.39
gtr_ai_prompt_agentic_AI_20260420,agentic AI,2026-04-20,43,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,-0.86,14.49
gtr_ai_prompt_agentic_AI_20260427,agentic AI,2026-04-27,51,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,5.58,-2.66
gtr_ai_prompt_agentic_AI_20260504,agentic AI,2026-05-04,44,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,0.26,-2.23
gtr_ai_prompt_agentic_AI_20260511,agentic AI,2026-05-11,44,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,0.25,14.42
gtr_ai_prompt_agentic_AI_20260518,agentic AI,2026-05-18,46,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,5.08,8.95
gtr_ai_prompt_agentic_AI_20260525,agentic AI,2026-05-25,45,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,-2.76,-6.66
gtr_ai_prompt_agentic_AI_20260601,agentic AI,2026-06-01,51,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,-2.81,5.08
gtr_ai_prompt_agentic_AI_20260608,agentic AI,2026-06-08,48,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,-2.25,2.79
gtr_ai_prompt_agentic_AI_20260615,agentic AI,2026-06-15,54,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,1.98,12.59
gtr_ai_prompt_agentic_AI_20260622,agentic AI,2026-06-22,46,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,5.94,9.44
gtr_ai_prompt_agentic_AI_20260629,agentic AI,2026-06-29,53,Global,best agentic AI,how to use agentic AI,free agentic AI,agentic AI tutorial 2026,agentic AI online,5.2,-3.85
gtr_ai_prompt_prompt_generation_20260105,prompt generation,2026-01-05,44,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,0.52,2.38
gtr_ai_prompt_prompt_generation_20260112,prompt generation,2026-01-12,44,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,2.59,3.5
gtr_ai_prompt_prompt_generation_20260119,prompt generation,2026-01-19,39,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,2.58,-2.43
gtr_ai_prompt_prompt_generation_20260126,prompt generation,2026-01-26,41,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,5.38,9.87
gtr_ai_prompt_prompt_generation_20260202,prompt generation,2026-02-02,50,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,3.52,7.92
gtr_ai_prompt_prompt_generation_20260209,prompt generation,2026-02-09,36,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,3.46,-6.15
gtr_ai_prompt_prompt_generation_20260216,prompt generation,2026-02-16,52,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,4.86,4.35
gtr_ai_prompt_prompt_generation_20260223,prompt generation,2026-02-23,49,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,-3.53,1.21
gtr_ai_prompt_prompt_generation_20260302,prompt generation,2026-03-02,51,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,0.1,0.96
gtr_ai_prompt_prompt_generation_20260309,prompt generation,2026-03-09,52,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,0.81,2.93
gtr_ai_prompt_prompt_generation_20260316,prompt generation,2026-03-16,46,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,0.0,-4.45
gtr_ai_prompt_prompt_generation_20260323,prompt generation,2026-03-23,47,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,4.03,-8.19
gtr_ai_prompt_prompt_generation_20260330,prompt generation,2026-03-30,37,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,0.66,9.69
gtr_ai_prompt_prompt_generation_20260406,prompt generation,2026-04-06,45,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,-1.03,0.01
gtr_ai_prompt_prompt_generation_20260413,prompt generation,2026-04-13,52,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,-2.61,9.03
gtr_ai_prompt_prompt_generation_20260420,prompt generation,2026-04-20,40,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,-2.13,5.3
gtr_ai_prompt_prompt_generation_20260427,prompt generation,2026-04-27,44,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,3.41,-3.82
gtr_ai_prompt_prompt_generation_20260504,prompt generation,2026-05-04,45,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,3.75,-4.06
gtr_ai_prompt_prompt_generation_20260511,prompt generation,2026-05-11,49,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,4.56,-7.98
gtr_ai_prompt_prompt_generation_20260518,prompt generation,2026-05-18,47,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,2.83,-2.72
gtr_ai_prompt_prompt_generation_20260525,prompt generation,2026-05-25,51,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,5.32,11.78
gtr_ai_prompt_prompt_generation_20260601,prompt generation,2026-06-01,50,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,-1.94,-9.95
gtr_ai_prompt_prompt_generation_20260608,prompt generation,2026-06-08,46,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,-0.79,10.82
gtr_ai_prompt_prompt_generation_20260615,prompt generation,2026-06-15,50,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,-1.77,8.9
gtr_ai_prompt_prompt_generation_20260622,prompt generation,2026-06-22,38,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,-1.82,-9.97
gtr_ai_prompt_prompt_generation_20260629,prompt generation,2026-06-29,50,Global,best prompt generation,how to use prompt generation,free prompt generation,prompt generation tutorial 2026,prompt generation online,3.15,8.67
gtr_ai_prompt_LLM_programming_20260105,LLM programming,2026-01-05,43,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,-2.56,3.87
gtr_ai_prompt_LLM_programming_20260112,LLM programming,2026-01-12,43,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,-2.47,-9.87
gtr_ai_prompt_LLM_programming_20260119,LLM programming,2026-01-19,44,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,2.15,3.41
gtr_ai_prompt_LLM_programming_20260126,LLM programming,2026-01-26,50,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,2.28,-0.51
gtr_ai_prompt_LLM_programming_20260202,LLM programming,2026-02-02,48,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,5.84,7.5
gtr_ai_prompt_LLM_programming_20260209,LLM programming,2026-02-09,50,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,3.45,3.65
gtr_ai_prompt_LLM_programming_20260216,LLM programming,2026-02-16,48,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,-3.27,14.2
gtr_ai_prompt_LLM_programming_20260223,LLM programming,2026-02-23,49,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,4.78,9.88
gtr_ai_prompt_LLM_programming_20260302,LLM programming,2026-03-02,54,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,-3.15,-4.08
gtr_ai_prompt_LLM_programming_20260309,LLM programming,2026-03-09,48,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,3.64,5.25
gtr_ai_prompt_LLM_programming_20260316,LLM programming,2026-03-16,39,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,-1.23,-0.31
gtr_ai_prompt_LLM_programming_20260323,LLM programming,2026-03-23,48,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,4.15,12.53
gtr_ai_prompt_LLM_programming_20260330,LLM programming,2026-03-30,40,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,2.98,-4.8
gtr_ai_prompt_LLM_programming_20260406,LLM programming,2026-04-06,47,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,-1.21,11.06
gtr_ai_prompt_LLM_programming_20260413,LLM programming,2026-04-13,43,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,2.24,9.98
gtr_ai_prompt_LLM_programming_20260420,LLM programming,2026-04-20,41,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,-2.85,-3.77
gtr_ai_prompt_LLM_programming_20260427,LLM programming,2026-04-27,41,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,1.68,5.18
gtr_ai_prompt_LLM_programming_20260504,LLM programming,2026-05-04,46,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,2.44,8.19
gtr_ai_prompt_LLM_programming_20260511,LLM programming,2026-05-11,40,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,1.86,5.48
gtr_ai_prompt_LLM_programming_20260518,LLM programming,2026-05-18,51,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,-3.88,12.48
gtr_ai_prompt_LLM_programming_20260525,LLM programming,2026-05-25,51,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,5.34,4.47
gtr_ai_prompt_LLM_programming_20260601,LLM programming,2026-06-01,49,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,3.49,4.09
gtr_ai_prompt_LLM_programming_20260608,LLM programming,2026-06-08,47,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,2.65,1.71
gtr_ai_prompt_LLM_programming_20260615,LLM programming,2026-06-15,47,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,4.93,8.01
gtr_ai_prompt_LLM_programming_20260622,LLM programming,2026-06-22,50,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,5.1,7.15
gtr_ai_prompt_LLM_programming_20260629,LLM programming,2026-06-29,40,Global,best LLM programming,how to use LLM programming,free LLM programming,LLM programming tutorial 2026,LLM programming online,0.7,-7.41
