trend_id,keyword_tracked,search_date,search_interest_score,geo_region,top_related_query_1,top_related_query_2,top_related_query_3,rising_query_1,rising_query_2,weekly_momentum_pct,monthly_momentum_pct
gtr_crypto_bitcoin_20260330,bitcoin,2026-03-30,61,Global,best bitcoin,how to use bitcoin,free bitcoin,bitcoin tutorial 2026,bitcoin online,-1.68,-4.65
gtr_crypto_bitcoin_20260406,bitcoin,2026-04-06,70,Global,best bitcoin,how to use bitcoin,free bitcoin,bitcoin tutorial 2026,bitcoin online,-0.1,11.92
gtr_crypto_bitcoin_20260413,bitcoin,2026-04-13,63,Global,best bitcoin,how to use bitcoin,free bitcoin,bitcoin tutorial 2026,bitcoin online,3.96,1.67
gtr_crypto_bitcoin_20260420,bitcoin,2026-04-20,58,Global,best bitcoin,how to use bitcoin,free bitcoin,bitcoin tutorial 2026,bitcoin online,2.2,-8.18
gtr_crypto_bitcoin_20260427,bitcoin,2026-04-27,66,Global,best bitcoin,how to use bitcoin,free bitcoin,bitcoin tutorial 2026,bitcoin online,5.63,8.25
gtr_crypto_bitcoin_20260504,bitcoin,2026-05-04,71,Global,best bitcoin,how to use bitcoin,free bitcoin,bitcoin tutorial 2026,bitcoin online,3.76,9.97
gtr_crypto_bitcoin_20260511,bitcoin,2026-05-11,72,Global,best bitcoin,how to use bitcoin,free bitcoin,bitcoin tutorial 2026,bitcoin online,4.1,11.25
gtr_crypto_bitcoin_20260518,bitcoin,2026-05-18,60,Global,best bitcoin,how to use bitcoin,free bitcoin,bitcoin tutorial 2026,bitcoin online,-3.93,14.79
gtr_crypto_bitcoin_20260525,bitcoin,2026-05-25,63,Global,best bitcoin,how to use bitcoin,free bitcoin,bitcoin tutorial 2026,bitcoin online,-3.25,6.02
gtr_crypto_bitcoin_20260601,bitcoin,2026-06-01,74,Global,best bitcoin,how to use bitcoin,free bitcoin,bitcoin tutorial 2026,bitcoin online,-0.32,11.01
gtr_crypto_bitcoin_20260608,bitcoin,2026-06-08,67,Global,best bitcoin,how to use bitcoin,free bitcoin,bitcoin tutorial 2026,bitcoin online,5.84,7.02
gtr_crypto_bitcoin_20260615,bitcoin,2026-06-15,64,Global,best bitcoin,how to use bitcoin,free bitcoin,bitcoin tutorial 2026,bitcoin online,-2.01,4.71
gtr_crypto_bitcoin_20260622,bitcoin,2026-06-22,61,Global,best bitcoin,how to use bitcoin,free bitcoin,bitcoin tutorial 2026,bitcoin online,2.35,0.99
gtr_crypto_bitcoin_20260629,bitcoin,2026-06-29,64,Global,best bitcoin,how to use bitcoin,free bitcoin,bitcoin tutorial 2026,bitcoin online,3.5,3.16
gtr_crypto_ethereum_20260105,ethereum,2026-01-05,73,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,-2.36,4.67
gtr_crypto_ethereum_20260112,ethereum,2026-01-12,68,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,0.45,3.59
gtr_crypto_ethereum_20260119,ethereum,2026-01-19,76,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,3.75,-6.9
gtr_crypto_ethereum_20260126,ethereum,2026-01-26,64,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,2.44,-0.06
gtr_crypto_ethereum_20260202,ethereum,2026-02-02,64,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,-1.94,-8.36
gtr_crypto_ethereum_20260209,ethereum,2026-02-09,67,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,-2.84,6.04
gtr_crypto_ethereum_20260216,ethereum,2026-02-16,67,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,-2.44,-5.69
gtr_crypto_ethereum_20260223,ethereum,2026-02-23,63,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,2.24,1.72
gtr_crypto_ethereum_20260302,ethereum,2026-03-02,61,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,-3.95,8.93
gtr_crypto_ethereum_20260309,ethereum,2026-03-09,62,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,3.78,2.02
gtr_crypto_ethereum_20260316,ethereum,2026-03-16,69,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,2.19,-0.97
gtr_crypto_ethereum_20260323,ethereum,2026-03-23,64,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,4.31,3.43
gtr_crypto_ethereum_20260330,ethereum,2026-03-30,63,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,-1.98,0.13
gtr_crypto_ethereum_20260406,ethereum,2026-04-06,72,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,0.32,5.37
gtr_crypto_ethereum_20260413,ethereum,2026-04-13,63,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,1.09,6.73
gtr_crypto_ethereum_20260420,ethereum,2026-04-20,70,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,1.02,9.61
gtr_crypto_ethereum_20260427,ethereum,2026-04-27,69,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,-0.92,-4.27
gtr_crypto_ethereum_20260504,ethereum,2026-05-04,67,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,2.74,2.81
gtr_crypto_ethereum_20260511,ethereum,2026-05-11,79,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,5.24,-4.58
gtr_crypto_ethereum_20260518,ethereum,2026-05-18,71,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,0.97,-8.62
gtr_crypto_ethereum_20260525,ethereum,2026-05-25,72,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,4.59,3.78
gtr_crypto_ethereum_20260601,ethereum,2026-06-01,64,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,4.04,10.65
gtr_crypto_ethereum_20260608,ethereum,2026-06-08,68,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,-2.48,4.18
gtr_crypto_ethereum_20260615,ethereum,2026-06-15,78,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,-2.76,-5.14
gtr_crypto_ethereum_20260622,ethereum,2026-06-22,74,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,-3.95,3.92
gtr_crypto_ethereum_20260629,ethereum,2026-06-29,68,Global,best ethereum,how to use ethereum,free ethereum,ethereum tutorial 2026,ethereum online,0.19,-8.37
gtr_crypto_crypto_20260105,crypto,2026-01-05,39,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,-2.7,8.56
gtr_crypto_crypto_20260112,crypto,2026-01-12,42,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,1.64,3.73
gtr_crypto_crypto_20260119,crypto,2026-01-19,49,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,4.97,6.4
gtr_crypto_crypto_20260126,crypto,2026-01-26,47,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,-0.42,13.94
gtr_crypto_crypto_20260202,crypto,2026-02-02,42,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,-0.16,4.46
gtr_crypto_crypto_20260209,crypto,2026-02-09,43,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,1.58,-2.08
gtr_crypto_crypto_20260216,crypto,2026-02-16,50,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,-2.07,14.55
gtr_crypto_crypto_20260223,crypto,2026-02-23,37,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,-3.5,0.11
gtr_crypto_crypto_20260302,crypto,2026-03-02,49,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,-2.92,13.59
gtr_crypto_crypto_20260309,crypto,2026-03-09,41,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,1.48,-8.13
gtr_crypto_crypto_20260316,crypto,2026-03-16,45,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,0.66,12.82
gtr_crypto_crypto_20260323,crypto,2026-03-23,39,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,2.02,-5.75
gtr_crypto_crypto_20260330,crypto,2026-03-30,40,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,-2.28,0.4
gtr_crypto_crypto_20260406,crypto,2026-04-06,37,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,-0.09,-6.72
gtr_crypto_crypto_20260413,crypto,2026-04-13,38,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,1.64,5.59
gtr_crypto_crypto_20260420,crypto,2026-04-20,48,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,0.45,-9.25
gtr_crypto_crypto_20260427,crypto,2026-04-27,35,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,4.17,-5.07
gtr_crypto_crypto_20260504,crypto,2026-05-04,47,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,3.82,11.15
gtr_crypto_crypto_20260511,crypto,2026-05-11,40,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,4.82,-3.22
gtr_crypto_crypto_20260518,crypto,2026-05-18,46,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,4.24,13.24
gtr_crypto_crypto_20260525,crypto,2026-05-25,43,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,2.21,6.55
gtr_crypto_crypto_20260601,crypto,2026-06-01,42,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,2.13,-6.42
gtr_crypto_crypto_20260608,crypto,2026-06-08,37,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,4.12,13.53
gtr_crypto_crypto_20260615,crypto,2026-06-15,43,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,-3.36,1.39
gtr_crypto_crypto_20260622,crypto,2026-06-22,44,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,3.55,-5.57
gtr_crypto_crypto_20260629,crypto,2026-06-29,45,Global,best crypto,how to use crypto,free crypto,crypto tutorial 2026,crypto online,3.85,-4.22
gtr_crypto_binance_20260105,binance,2026-01-05,57,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,2.47,12.79
gtr_crypto_binance_20260112,binance,2026-01-12,56,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,3.74,-3.99
gtr_crypto_binance_20260119,binance,2026-01-19,59,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,5.32,3.43
gtr_crypto_binance_20260126,binance,2026-01-26,63,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,1.49,8.6
gtr_crypto_binance_20260202,binance,2026-02-02,59,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,3.36,2.67
gtr_crypto_binance_20260209,binance,2026-02-09,61,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,1.98,-9.38
gtr_crypto_binance_20260216,binance,2026-02-16,50,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,-3.4,12.15
gtr_crypto_binance_20260223,binance,2026-02-23,60,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,-0.02,-7.52
gtr_crypto_binance_20260302,binance,2026-03-02,55,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,-0.21,-0.79
gtr_crypto_binance_20260309,binance,2026-03-09,48,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,3.35,-9.47
gtr_crypto_binance_20260316,binance,2026-03-16,51,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,-0.38,-9.11
gtr_crypto_binance_20260323,binance,2026-03-23,58,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,-3.51,-5.48
gtr_crypto_binance_20260330,binance,2026-03-30,54,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,4.26,-3.61
gtr_crypto_binance_20260406,binance,2026-04-06,62,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,-3.7,-8.93
gtr_crypto_binance_20260413,binance,2026-04-13,57,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,-3.04,0.89
gtr_crypto_binance_20260420,binance,2026-04-20,50,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,5.02,6.13
gtr_crypto_binance_20260427,binance,2026-04-27,52,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,5.33,0.39
gtr_crypto_binance_20260504,binance,2026-05-04,54,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,4.17,8.28
gtr_crypto_binance_20260511,binance,2026-05-11,54,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,-3.55,11.75
gtr_crypto_binance_20260518,binance,2026-05-18,54,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,4.03,2.31
gtr_crypto_binance_20260525,binance,2026-05-25,60,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,-0.76,-0.71
gtr_crypto_binance_20260601,binance,2026-06-01,49,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,1.14,-0.11
gtr_crypto_binance_20260608,binance,2026-06-08,51,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,-3.24,-7.46
gtr_crypto_binance_20260615,binance,2026-06-15,66,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,-2.78,8.74
gtr_crypto_binance_20260622,binance,2026-06-22,65,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,-3.74,5.69
gtr_crypto_binance_20260629,binance,2026-06-29,50,Global,best binance,how to use binance,free binance,binance tutorial 2026,binance online,-3.25,-0.54
