trend_id,keyword_tracked,search_date,search_interest_score,geo_region,platform_source,top_related_query_1,top_related_query_2,top_related_query_3,rising_query_1,rising_query_2,weekly_momentum_pct,monthly_momentum_pct,seasonality_index,competition_level,estimated_cpc_low,estimated_cpc_high,organic_difficulty,search_volume_tier,profitable_niche_flag
trd_prompt_engineering_20251108,prompt engineering,2025-11-08T00:00:00,21,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,0.0,0.0,97.5,Medium,3.3,6.93,53,Low,False
trd_prompt_generation_20251109,prompt generation,2025-11-09T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,16.67,97.5,Medium,3.23,6.78,85,Low,False
trd_agentic_AI_20251109,agentic AI,2025-11-09T00:00:00,31,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-8.82,-35.42,97.5,Medium,2.45,5.15,59,Low,False
trd_prompt_engineering_20251109,prompt engineering,2025-11-09T00:00:00,19,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-9.52,0.0,97.5,Medium,1.44,3.02,82,Low,False
trd_prompt_generation_20251110,prompt generation,2025-11-10T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,0.0,97.5,Medium,2.39,5.02,57,Low,False
trd_agentic_AI_20251110,agentic AI,2025-11-10T00:00:00,50,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,61.29,0.0,97.5,Medium,2.32,4.87,82,Medium,False
trd_prompt_engineering_20251110,prompt engineering,2025-11-10T00:00:00,22,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,15.79,15.79,97.5,Medium,2.52,5.29,48,Low,False
trd_prompt_generation_20251111,prompt generation,2025-11-11T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,0.0,97.5,Medium,1.4,2.94,72,Low,False
trd_agentic_AI_20251111,agentic AI,2025-11-11T00:00:00,46,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-8.0,-4.17,97.5,Medium,2.33,4.89,66,Medium,False
trd_prompt_engineering_20251111,prompt engineering,2025-11-11T00:00:00,23,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,4.55,9.52,97.5,Medium,2.11,4.43,46,Low,False
trd_prompt_generation_20251112,prompt generation,2025-11-12T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,0.0,97.5,Medium,1.77,3.72,46,Low,False
trd_agentic_AI_20251112,agentic AI,2025-11-12T00:00:00,51,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,10.87,50.0,97.5,Medium,1.62,3.4,77,Medium,False
trd_prompt_engineering_20251112,prompt engineering,2025-11-12T00:00:00,22,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-4.35,4.76,97.5,Medium,3.23,6.78,56,Low,False
trd_prompt_generation_20251113,prompt generation,2025-11-13T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,0.0,97.5,Medium,2.8,5.88,58,Low,False
trd_agentic_AI_20251113,agentic AI,2025-11-13T00:00:00,50,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-1.96,61.29,97.5,Medium,1.55,3.26,84,Medium,False
trd_prompt_engineering_20251113,prompt engineering,2025-11-13T00:00:00,21,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-4.55,10.53,97.5,Medium,3.1,6.51,82,Low,False
trd_prompt_generation_20251114,prompt generation,2025-11-14T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,0.0,97.5,Medium,2.75,5.78,74,Low,False
trd_agentic_AI_20251114,agentic AI,2025-11-14T00:00:00,44,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-12.0,-12.0,97.5,Medium,1.93,4.05,68,Medium,False
trd_prompt_engineering_20251114,prompt engineering,2025-11-14T00:00:00,19,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-9.52,-13.64,97.5,Medium,1.88,3.95,56,Low,False
trd_prompt_generation_20251115,prompt generation,2025-11-15T00:00:00,6,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-14.29,-14.29,97.5,Medium,3.15,6.62,63,Low,False
trd_agentic_AI_20251115,agentic AI,2025-11-15T00:00:00,35,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-20.45,-23.91,97.5,Medium,2.29,4.81,52,Low,False
trd_prompt_engineering_20251115,prompt engineering,2025-11-15T00:00:00,16,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-15.79,-30.43,97.5,Medium,2.22,4.66,47,Low,False
trd_prompt_generation_20251116,prompt generation,2025-11-16T00:00:00,6,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,-14.29,97.5,Medium,2.08,4.37,81,Low,False
trd_agentic_AI_20251116,agentic AI,2025-11-16T00:00:00,38,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,8.57,-25.49,97.5,Medium,1.64,3.44,76,Low,False
trd_prompt_engineering_20251116,prompt engineering,2025-11-16T00:00:00,17,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,6.25,-22.73,97.5,Medium,1.91,4.01,76,Low,False
trd_prompt_generation_20251117,prompt generation,2025-11-17T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,16.67,0.0,97.5,Medium,1.58,3.32,71,Low,False
trd_agentic_AI_20251117,agentic AI,2025-11-17T00:00:00,53,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,39.47,6.0,97.5,Medium,1.77,3.72,78,Medium,False
trd_prompt_engineering_20251117,prompt engineering,2025-11-17T00:00:00,19,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,11.76,-9.52,97.5,Medium,2.98,6.26,66,Low,False
trd_prompt_generation_20251118,prompt generation,2025-11-18T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,0.0,97.5,Medium,2.64,5.54,59,Low,False
trd_agentic_AI_20251118,agentic AI,2025-11-18T00:00:00,49,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-7.55,11.36,97.5,Medium,1.93,4.05,65,Medium,False
trd_prompt_engineering_20251118,prompt engineering,2025-11-18T00:00:00,18,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-5.26,-5.26,97.5,Medium,2.09,4.39,63,Low,False
trd_prompt_generation_20251119,prompt generation,2025-11-19T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,14.29,33.33,97.5,Medium,1.74,3.65,84,Low,False
trd_agentic_AI_20251119,agentic AI,2025-11-19T00:00:00,53,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,8.16,51.43,97.5,Medium,1.74,3.65,60,Medium,False
trd_prompt_engineering_20251119,prompt engineering,2025-11-19T00:00:00,22,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,22.22,37.5,97.5,Medium,3.08,6.47,61,Low,False
trd_prompt_generation_20251120,prompt generation,2025-11-20T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-12.5,16.67,97.5,Medium,3.14,6.59,78,Low,False
trd_agentic_AI_20251120,agentic AI,2025-11-20T00:00:00,49,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-7.55,28.95,97.5,Medium,1.45,3.04,74,Medium,False
trd_prompt_engineering_20251120,prompt engineering,2025-11-20T00:00:00,25,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,13.64,47.06,97.5,Medium,1.55,3.26,77,Low,False
trd_prompt_generation_20251121,prompt generation,2025-11-21T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,28.57,28.57,97.5,Medium,1.54,3.23,53,Low,False
trd_agentic_AI_20251121,agentic AI,2025-11-21T00:00:00,46,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-6.12,-13.21,97.5,Medium,2.82,5.92,63,Medium,False
trd_prompt_engineering_20251121,prompt engineering,2025-11-21T00:00:00,25,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,0.0,31.58,97.5,Medium,2.17,4.56,79,Low,False
trd_prompt_generation_20251122,prompt generation,2025-11-22T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-22.22,0.0,97.5,Medium,2.55,5.35,63,Low,False
trd_agentic_AI_20251122,agentic AI,2025-11-22T00:00:00,39,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-15.22,-20.41,97.5,Medium,2.86,6.01,61,Low,False
trd_prompt_engineering_20251122,prompt engineering,2025-11-22T00:00:00,23,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-8.0,27.78,97.5,Medium,2.36,4.96,50,Low,False
trd_prompt_generation_20251123,prompt generation,2025-11-23T00:00:00,6,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-14.29,-25.0,97.5,Medium,2.18,4.58,62,Low,False
trd_agentic_AI_20251123,agentic AI,2025-11-23T00:00:00,36,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-7.69,-32.08,97.5,Medium,1.96,4.12,81,Low,False
trd_prompt_engineering_20251123,prompt engineering,2025-11-23T00:00:00,20,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-13.04,-9.09,97.5,Medium,1.93,4.05,83,Low,False
trd_prompt_generation_20251124,prompt generation,2025-11-24T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,33.33,14.29,97.5,Medium,2.5,5.25,66,Low,False
trd_agentic_AI_20251124,agentic AI,2025-11-24T00:00:00,43,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,19.44,-12.24,97.5,Medium,2.43,5.1,59,Medium,False
trd_prompt_engineering_20251124,prompt engineering,2025-11-24T00:00:00,22,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,10.0,-12.0,97.5,Medium,3.15,6.62,83,Low,False
trd_prompt_generation_20251125,prompt generation,2025-11-25T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,-11.11,97.5,Medium,1.89,3.97,70,Low,False
trd_agentic_AI_20251125,agentic AI,2025-11-25T00:00:00,46,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,6.98,0.0,97.5,Medium,3.19,6.7,76,Medium,False
trd_prompt_engineering_20251125,prompt engineering,2025-11-25T00:00:00,23,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,4.55,-8.0,97.5,Medium,1.79,3.76,61,Low,False
trd_prompt_generation_20251126,prompt generation,2025-11-26T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,12.5,28.57,97.5,Medium,2.07,4.35,48,Low,False
trd_agentic_AI_20251126,agentic AI,2025-11-26T00:00:00,44,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-4.35,12.82,97.5,Medium,2.71,5.69,47,Medium,False
trd_prompt_engineering_20251126,prompt engineering,2025-11-26T00:00:00,24,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,4.35,4.35,97.5,Medium,2.76,5.8,59,Low,False
trd_prompt_generation_20251127,prompt generation,2025-11-27T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-11.11,33.33,97.5,Medium,3.14,6.59,77,Low,False
trd_agentic_AI_20251127,agentic AI,2025-11-27T00:00:00,44,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,0.0,22.22,97.5,Medium,1.42,2.98,62,Medium,False
trd_prompt_engineering_20251127,prompt engineering,2025-11-27T00:00:00,21,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-12.5,5.0,97.5,Medium,3.09,6.49,53,Low,False
trd_prompt_generation_20251128,prompt generation,2025-11-28T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,0.0,97.5,Medium,2.17,4.56,70,Low,False
trd_agentic_AI_20251128,agentic AI,2025-11-28T00:00:00,37,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-15.91,-13.95,97.5,Medium,2.23,4.68,83,Low,False
trd_prompt_engineering_20251128,prompt engineering,2025-11-28T00:00:00,22,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,4.76,0.0,97.5,Medium,1.49,3.13,75,Low,False
trd_prompt_generation_20251129,prompt generation,2025-11-29T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,12.5,12.5,97.5,Medium,2.35,4.94,57,Low,False
trd_agentic_AI_20251129,agentic AI,2025-11-29T00:00:00,29,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-21.62,-36.96,97.5,Medium,2.19,4.6,46,Low,False
trd_prompt_engineering_20251129,prompt engineering,2025-11-29T00:00:00,22,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,0.0,-4.35,97.5,Medium,2.1,4.41,58,Low,False
trd_prompt_generation_20251130,prompt generation,2025-11-30T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,0.0,97.5,Medium,2.99,6.28,53,Low,False
trd_agentic_AI_20251130,agentic AI,2025-11-30T00:00:00,40,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,37.93,-9.09,97.5,Medium,3.14,6.59,65,Low,False
trd_prompt_engineering_20251130,prompt engineering,2025-11-30T00:00:00,22,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,0.0,-8.33,97.5,Medium,1.51,3.17,46,Low,False
trd_prompt_generation_20251201,prompt generation,2025-12-01T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,12.5,100.0,Medium,2.12,4.45,50,Low,False
trd_agentic_AI_20251201,agentic AI,2025-12-01T00:00:00,63,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,57.5,43.18,100.0,Medium,1.46,3.07,66,Medium,False
trd_prompt_engineering_20251201,prompt engineering,2025-12-01T00:00:00,26,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,18.18,23.81,100.0,Medium,1.71,3.59,59,Low,False
trd_prompt_generation_20251202,prompt generation,2025-12-02T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,12.5,100.0,Medium,1.44,3.02,56,Low,False
trd_agentic_AI_20251202,agentic AI,2025-12-02T00:00:00,59,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-6.35,59.46,100.0,Medium,1.72,3.61,62,Medium,False
trd_prompt_engineering_20251202,prompt engineering,2025-12-02T00:00:00,28,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,7.69,27.27,100.0,Medium,2.81,5.9,63,Low,False
trd_prompt_generation_20251203,prompt generation,2025-12-03T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,0.0,100.0,Medium,2.21,4.64,68,Low,False
trd_agentic_AI_20251203,agentic AI,2025-12-03T00:00:00,44,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-25.42,51.72,100.0,Medium,3.27,6.87,68,Medium,False
trd_prompt_engineering_20251203,prompt engineering,2025-12-03T00:00:00,28,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,0.0,27.27,100.0,Medium,2.82,5.92,72,Low,False
trd_prompt_generation_20251204,prompt generation,2025-12-04T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-11.11,-11.11,100.0,Medium,2.9,6.09,76,Low,False
trd_agentic_AI_20251204,agentic AI,2025-12-04T00:00:00,44,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,0.0,10.0,100.0,Medium,1.73,3.63,69,Medium,False
trd_prompt_engineering_20251204,prompt engineering,2025-12-04T00:00:00,23,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-17.86,4.55,100.0,Medium,2.35,4.94,59,Low,False
trd_prompt_generation_20251205,prompt generation,2025-12-05T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-12.5,-22.22,100.0,Medium,2.7,5.67,84,Low,False
trd_agentic_AI_20251205,agentic AI,2025-12-05T00:00:00,41,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-6.82,-34.92,100.0,Medium,2.9,6.09,79,Medium,False
trd_prompt_engineering_20251205,prompt engineering,2025-12-05T00:00:00,19,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-17.39,-26.92,100.0,Medium,2.32,4.87,45,Low,False
trd_prompt_generation_20251206,prompt generation,2025-12-06T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,-22.22,100.0,Medium,3.18,6.68,68,Low,False
trd_agentic_AI_20251206,agentic AI,2025-12-06T00:00:00,30,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-26.83,-49.15,100.0,Medium,2.03,4.26,78,Low,False
trd_prompt_engineering_20251206,prompt engineering,2025-12-06T00:00:00,18,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-5.26,-35.71,100.0,Medium,2.78,5.84,48,Low,False
trd_prompt_generation_20251207,prompt generation,2025-12-07T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,14.29,-11.11,100.0,Medium,2.49,5.23,58,Low,False
trd_agentic_AI_20251207,agentic AI,2025-12-07T00:00:00,36,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,20.0,-18.18,100.0,Medium,1.51,3.17,68,Low,False
trd_prompt_engineering_20251207,prompt engineering,2025-12-07T00:00:00,20,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,11.11,-28.57,100.0,Medium,1.9,3.99,80,Low,False
trd_prompt_generation_20251208,prompt generation,2025-12-08T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,0.0,100.0,Medium,2.95,6.2,48,Low,False
trd_agentic_AI_20251208,agentic AI,2025-12-08T00:00:00,48,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,33.33,9.09,100.0,Medium,2.89,6.07,66,Medium,False
trd_prompt_engineering_20251208,prompt engineering,2025-12-08T00:00:00,23,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,15.0,0.0,100.0,Medium,3.33,6.99,49,Low,False
trd_prompt_generation_20251209,prompt generation,2025-12-09T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-12.5,0.0,100.0,Medium,2.68,5.63,72,Low,False
trd_agentic_AI_20251209,agentic AI,2025-12-09T00:00:00,54,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,12.5,31.71,100.0,Medium,3.2,6.72,66,Medium,False
trd_prompt_engineering_20251209,prompt engineering,2025-12-09T00:00:00,21,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-8.7,10.53,100.0,Medium,1.55,3.26,55,Low,False
trd_prompt_generation_20251210,prompt generation,2025-12-10T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,0.0,100.0,Medium,1.57,3.3,55,Low,False
trd_agentic_AI_20251210,agentic AI,2025-12-10T00:00:00,92,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,70.37,206.67,100.0,Medium,1.6,3.36,64,High,True
trd_prompt_engineering_20251210,prompt engineering,2025-12-10T00:00:00,19,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-9.52,5.56,100.0,Medium,1.99,4.18,72,Low,False
trd_prompt_generation_20251211,prompt generation,2025-12-11T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,-12.5,100.0,Medium,1.5,3.15,53,Low,False
trd_agentic_AI_20251211,agentic AI,2025-12-11T00:00:00,88,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-4.35,144.44,100.0,Medium,1.88,3.95,82,High,False
trd_prompt_engineering_20251211,prompt engineering,2025-12-11T00:00:00,23,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,21.05,15.0,100.0,Medium,3.03,6.36,75,Low,False
trd_prompt_generation_20251212,prompt generation,2025-12-12T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,14.29,0.0,100.0,Medium,1.91,4.01,61,Low,False
trd_agentic_AI_20251212,agentic AI,2025-12-12T00:00:00,60,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-31.82,25.0,100.0,Medium,2.41,5.06,75,Medium,False
trd_prompt_engineering_20251212,prompt engineering,2025-12-12T00:00:00,22,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-4.35,-4.35,100.0,Medium,1.66,3.49,54,Low,False
