trend_id,keyword_tracked,search_date,search_interest_score,geo_region,top_related_query_1,top_related_query_2,top_related_query_3,rising_query_1,rising_query_2,weekly_momentum_pct,monthly_momentum_pct
gtr_local_event_party_halls_20260202,party halls,2026-02-02,53,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,0.06,11.03
gtr_local_event_party_halls_20260209,party halls,2026-02-09,50,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,-1.87,-8.88
gtr_local_event_party_halls_20260216,party halls,2026-02-16,48,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,2.74,11.44
gtr_local_event_party_halls_20260223,party halls,2026-02-23,62,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,3.9,14.76
gtr_local_event_party_halls_20260302,party halls,2026-03-02,59,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,-2.84,-9.58
gtr_local_event_party_halls_20260309,party halls,2026-03-09,56,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,2.52,5.56
gtr_local_event_party_halls_20260316,party halls,2026-03-16,54,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,-1.94,12.6
gtr_local_event_party_halls_20260323,party halls,2026-03-23,61,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,-1.63,12.82
gtr_local_event_party_halls_20260330,party halls,2026-03-30,58,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,-2.75,12.53
gtr_local_event_party_halls_20260406,party halls,2026-04-06,53,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,0.02,3.38
gtr_local_event_party_halls_20260413,party halls,2026-04-13,52,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,3.14,-2.86
gtr_local_event_party_halls_20260420,party halls,2026-04-20,60,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,0.15,9.49
gtr_local_event_party_halls_20260427,party halls,2026-04-27,57,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,-0.85,2.73
gtr_local_event_party_halls_20260504,party halls,2026-05-04,61,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,2.86,3.76
gtr_local_event_party_halls_20260511,party halls,2026-05-11,55,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,5.11,2.07
gtr_local_event_party_halls_20260518,party halls,2026-05-18,59,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,4.54,0.49
gtr_local_event_party_halls_20260525,party halls,2026-05-25,52,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,-1.13,6.27
gtr_local_event_party_halls_20260601,party halls,2026-06-01,66,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,-0.93,8.67
gtr_local_event_party_halls_20260608,party halls,2026-06-08,59,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,4.91,-8.53
gtr_local_event_party_halls_20260615,party halls,2026-06-15,66,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,-2.2,4.88
gtr_local_event_party_halls_20260622,party halls,2026-06-22,65,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,5.08,6.7
gtr_local_event_party_halls_20260629,party halls,2026-06-29,54,MX-CHIH,best party halls,how to use party halls,free party halls,party halls tutorial 2026,party halls online,4.16,-7.31
gtr_local_event_event_garden_20260105,event garden,2026-01-05,54,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,3.45,12.34
gtr_local_event_event_garden_20260112,event garden,2026-01-12,51,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,1.57,-4.09
gtr_local_event_event_garden_20260119,event garden,2026-01-19,51,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,-3.7,6.32
gtr_local_event_event_garden_20260126,event garden,2026-01-26,60,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,2.62,13.94
gtr_local_event_event_garden_20260202,event garden,2026-02-02,47,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,-1.11,12.23
gtr_local_event_event_garden_20260209,event garden,2026-02-09,54,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,2.15,-3.56
gtr_local_event_event_garden_20260216,event garden,2026-02-16,61,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,-1.09,7.46
gtr_local_event_event_garden_20260223,event garden,2026-02-23,61,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,-1.27,4.74
gtr_local_event_event_garden_20260302,event garden,2026-03-02,63,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,-2.05,2.43
gtr_local_event_event_garden_20260309,event garden,2026-03-09,63,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,1.9,13.11
gtr_local_event_event_garden_20260316,event garden,2026-03-16,49,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,2.39,1.05
gtr_local_event_event_garden_20260323,event garden,2026-03-23,56,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,-1.5,10.03
gtr_local_event_event_garden_20260330,event garden,2026-03-30,49,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,4.27,0.27
gtr_local_event_event_garden_20260406,event garden,2026-04-06,63,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,-3.62,8.48
gtr_local_event_event_garden_20260413,event garden,2026-04-13,54,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,-1.76,10.03
gtr_local_event_event_garden_20260420,event garden,2026-04-20,54,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,-3.11,2.46
gtr_local_event_event_garden_20260427,event garden,2026-04-27,60,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,2.21,8.3
gtr_local_event_event_garden_20260504,event garden,2026-05-04,54,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,-0.03,13.9
gtr_local_event_event_garden_20260511,event garden,2026-05-11,62,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,2.95,7.01
gtr_local_event_event_garden_20260518,event garden,2026-05-18,58,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,1.07,-1.39
gtr_local_event_event_garden_20260525,event garden,2026-05-25,57,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,-3.77,11.83
gtr_local_event_event_garden_20260601,event garden,2026-06-01,63,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,-0.89,-3.89
gtr_local_event_event_garden_20260608,event garden,2026-06-08,56,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,4.38,7.11
gtr_local_event_event_garden_20260615,event garden,2026-06-15,56,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,-2.34,7.72
gtr_local_event_event_garden_20260622,event garden,2026-06-22,57,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,5.69,-3.57
gtr_local_event_event_garden_20260629,event garden,2026-06-29,56,MX-CHIH,best event garden,how to use event garden,free event garden,event garden tutorial 2026,event garden online,3.9,10.57
gtr_local_event_rentals_Juarez_20260105,rentals Juarez,2026-01-05,59,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,0.08,3.31
gtr_local_event_rentals_Juarez_20260112,rentals Juarez,2026-01-12,50,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,0.44,13.63
gtr_local_event_rentals_Juarez_20260119,rentals Juarez,2026-01-19,53,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,-1.61,2.85
gtr_local_event_rentals_Juarez_20260126,rentals Juarez,2026-01-26,58,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,1.33,1.02
gtr_local_event_rentals_Juarez_20260202,rentals Juarez,2026-02-02,50,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,0.87,-4.25
gtr_local_event_rentals_Juarez_20260209,rentals Juarez,2026-02-09,57,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,-1.75,-0.97
gtr_local_event_rentals_Juarez_20260216,rentals Juarez,2026-02-16,55,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,5.45,-6.62
gtr_local_event_rentals_Juarez_20260223,rentals Juarez,2026-02-23,51,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,-1.1,12.23
gtr_local_event_rentals_Juarez_20260302,rentals Juarez,2026-03-02,50,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,-3.4,-3.97
gtr_local_event_rentals_Juarez_20260309,rentals Juarez,2026-03-09,58,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,0.92,4.2
gtr_local_event_rentals_Juarez_20260316,rentals Juarez,2026-03-16,59,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,0.15,4.12
gtr_local_event_rentals_Juarez_20260323,rentals Juarez,2026-03-23,51,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,-2.89,5.09
gtr_local_event_rentals_Juarez_20260330,rentals Juarez,2026-03-30,57,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,-1.6,-6.87
gtr_local_event_rentals_Juarez_20260406,rentals Juarez,2026-04-06,46,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,-0.64,5.16
gtr_local_event_rentals_Juarez_20260413,rentals Juarez,2026-04-13,57,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,5.04,4.51
gtr_local_event_rentals_Juarez_20260420,rentals Juarez,2026-04-20,52,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,-3.08,-4.84
gtr_local_event_rentals_Juarez_20260427,rentals Juarez,2026-04-27,53,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,0.89,4.35
gtr_local_event_rentals_Juarez_20260504,rentals Juarez,2026-05-04,46,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,1.76,6.98
gtr_local_event_rentals_Juarez_20260511,rentals Juarez,2026-05-11,58,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,-1.04,0.49
gtr_local_event_rentals_Juarez_20260518,rentals Juarez,2026-05-18,58,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,-3.96,-9.86
gtr_local_event_rentals_Juarez_20260525,rentals Juarez,2026-05-25,49,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,-2.84,-3.69
gtr_local_event_rentals_Juarez_20260601,rentals Juarez,2026-06-01,56,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,4.78,11.55
gtr_local_event_rentals_Juarez_20260608,rentals Juarez,2026-06-08,49,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,-0.85,-1.95
gtr_local_event_rentals_Juarez_20260615,rentals Juarez,2026-06-15,52,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,4.65,-8.7
gtr_local_event_rentals_Juarez_20260622,rentals Juarez,2026-06-22,47,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,3.43,12.26
gtr_local_event_rentals_Juarez_20260629,rentals Juarez,2026-06-29,50,MX-CHIH,best rentals Juarez,how to use rentals Juarez,free rentals Juarez,rentals Juarez tutorial 2026,rentals Juarez online,3.12,13.09
