checkout_id,customer_id,customer_locale,referring_site,landing_site,abandoned_checkout_url,created_at,completed_at,time_in_funnel_seconds,currency,subtotal_price,total_discounts,total_tax,total_price,financial_status,cart_token,device_type,browser_ip,buyer_accepts_marketing,cancel_reason
39341182583006,9501006233822,en-US,unknown,/cart/c/hWNBCCei4wpALvy37qgOikGA?_fd=0&ccid=ChhdrkCCt67Z1I-ytTC84yUUOQB5vbAXbtD0_qsipAMy_GOs8wVZ_M9UNq0pJDXH12sqxflES9zX6dU2OzPS7NGJXD3ey911IJxC7dyP73zTuJJFCB_zQ-7UioDE4hiz&key=4050343b9a3dfad956d113506c7684e6&locale=en&payment=shop_pay,unknown,2026-04-19T01:19:52,2026-04-19T01:24:14-06:00,262,USD,95.99,0.0,0.0,95.99,refunded,hWNBCCei4wpALvy37qgOikGA,mobile,85.59.54.11,False,fraud
39288475255006,9479663747294,en-US,unknown,/cart/c/hWN9d6zhR5WNVF9QyrMVH4T4?_fd=0&ccid=J8WIivAujewVn9UMwlpgZCNQTwL2v0T9_z7gc0zqhgnvHdG8lslUjwN7niUu4KlQK6EV6Qj_xlTSvgVA8c_sTXRcENgwLfVhgvYjpCXsUJ3GxjxELEe1_2yonY0Cy__u&key=89f56f9d4def41fe1085cd525d0a475e&locale=en&payment=shop_pay,unknown,2026-04-10T14:06:56,2026-04-10T14:15:38-06:00,522,USD,31.98,0.0,1.56,33.54,paid,hWN9d6zhR5WNVF9QyrMVH4T4,tablet,2601:283:4481:83d0:8a02:8e41:96c:5503,False,unknown
39280558276830,9473961328862,en-US,unknown,/cart/c/hWNAmrG8A0AQSAW1ZS2FhSBG?_fd=0&ccid=xMh4bfs64N7Z7FEAeaTxPhDJU17I-9mHdY4TqTiW65KXdQEpTOlwvx3dq9xacmwxvAshiI2RK9_vq_DQ4tlc264MK705TLCHDwgOikWijlhmOUQfqg_chNZdanQA8p_B&key=0737c35e08e52fabac9f5fdb67c1ff73&locale=en&payment=shop_pay,unknown,2026-04-08T06:56:13,2026-04-08T06:59:46-06:00,213,USD,38.99,0.0,3.22,42.21,paid,hWNAmrG8A0AQSAW1ZS2FhSBG,tablet,2603:8080:5ef0:88c0:44d2:8fe7:5b84:42b8,False,unknown
38929086873822,9360600629470,en-US,unknown,/en,unknown,2026-02-22T13:24:47,2026-02-22T13:27:23-06:00,156,USD,0.0,39.99,0.0,0.0,paid,hWN95adIlqUIbA0aMRkFhWOP,mobile,2a02:c207:2307:794::1,False,unknown
38811575091422,9308118417630,en-US,https://shop.app/,/cart/c/hWN8BTIGVkp37coNnS1twhUI?key=133aeda1eefcf3c717a88ea29d017bf4&ccid=H7aTGT1J6okt8_dkUy7iZyFX1_5xyG3Q0UtOrpn6OOhSf3_Ghjk_Z_EwOTolgEYztDXQXRlMPSCZUyBU5anyp0TjzET45Kg6a3-CNlM_bDpYpBSHNNBnUeCs_v5S4BV8&payment=shop_pay&_fd=0&locale=en&utm_medium=website,unknown,2026-01-29T17:06:23,2026-01-29T17:13:45-06:00,442,USD,86.57,0.0,12.58,86.57,paid,hWN8BThCmSlOCplTG89S7zNK,mobile,2804:388:8091:6e17:f83c:24bf:5230:981f,False,unknown
38801539236062,9303335272670,en-US,unknown,/cart/c/hWN85VoGXf50QF87pIaOTDiE?_fd=0&ccid=Yz8aIL9PjlgVAFfMzRskT8p4Vbc823Q9325nbsZ7bbTt_PXuPwuwayxnx3UG7PNlSI4uCs-mI0bjmY4M6zy5gPXY0rDOMDLoX3A9uw4yK9h5BJHq2ktABTSLsbMGktOZ&fast_storefront_renderer=0&key=ac7900f5723187e75e9140ffe5fa05ee&locale=en&payment=,unknown,2026-01-27T04:17:12,2026-01-27T04:25:17-06:00,485,USD,175.98,0.0,0.0,175.98,paid,hWN85VoGXf50QF87pIaOTDiE,mobile,2001:8004:4420:9afa:f99e:2e2e:fa18:4626,False,unknown
38775998742750,9286860832990,en-US,https://shop.app/,/cart/c/hWN7qkmhX60oewU54UXzvzJC?key=2d47cc9a4fa87b49b5e42f8683f48780&ccid=Kj8DTBvYza9SpCICdRgr_BhHCOmJ1s4_fzsJr_mxcRS4yWO5IvdwedW32sMGJNenQ7L5i9GejW3p_Mockx2vbz7xUO03kWK4Cv0YFmPwp-IiJat-RnChaQ2CC81ZIct1&payment=shop_pay&_fd=0&locale=en&utm_medium=website,unknown,2026-01-20T21:44:20,2026-01-20T21:53:55-06:00,575,USD,57.32,0.0,8.33,57.32,paid,hWN7qkmhX60oewU54UXzvzJC,desktop,51.222.255.29,False,unknown
38768263102686,7710559797470,en-US,https://admin.shopify.com/,/online_store_preview,unknown,2026-01-18T20:53:36,2026-01-18T20:55:37-06:00,121,USD,0.0,20.03,0.0,0.0,paid,hWN7ltqGBxRnHVfXexlLxbGy,mobile,177.239.89.106,True,customer
38592009076958,9210101661918,en-US,unknown,/cart/c/hWN6XOzpfb9I0nZpqvaHBEQ6?key=98cfcb2f655a082dfd3b79383418e299&ccid=z5a-GT9VMXowdKfCj9m-sT2AkHHFUa_bd6oJ8k5O23daH_xTeTVjl-S6EMDayyHm3r7zbo3GT2FlasXWKtLnHjY3unVtkXsFekH3UFCK4hVQPBZyGhIPK2iwXLVAyj_a&payment=shop_pay&_fd=0&locale=en,unknown,2025-12-17T08:12:51,2025-12-17T08:19:04-06:00,373,USD,21.84,0.0,0.64,22.48,paid,hWN6XOzpfb9I0nZpqvaHBEQ6,tablet,2600:4040:2820:1100:2141:7b4e:8506:6f48,False,unknown
38462471274718,9185593557214,en-US,unknown,/cart/c/hWN6ARe6kDXexp5u2nSoR13y?key=3d5884857deea00d78ac065349a12f6e&ccid=DCC14SrsT3hkeYWABFrmg0r-MNVK-p0X67HpzyA3BHUbHmw3-1o9VZDl3xVzgq3mzoQg0KaCC6QR6rsZweTH2qtui0D4bqg4xhdZP90QkIBq_OSpprK1jIx9cGa3wc7F&payment=shop_pay&_fd=0&locale=en,unknown,2025-12-07T14:05:25,2025-12-07T14:11:49-06:00,384,USD,9.99,0.0,0.0,29.99,paid,hWN6ARe6kDXexp5u2nSoR13y,tablet,92.17.141.182,False,unknown
38371693330654,9139467845854,en-US,unknown,/cart/c/hWN5Ws3CxM2aJNXDXHep4UBG?key=bddb6901e940a2c32b5f8ef07cb79bef&ccid=-5bR-XVqWpY5G-rv_Qt9xjpxtV3JyajVcRLL05ASBV5acBiZnokF9UvUKMS3-06Sy6TCSUvssn-l0gLJL5B4zz5rvstt0VJ4bneuHzatvYYUZnW8vA04DhNrYI9MvLk3&payment=shop_pay&_fd=0&locale=en,unknown,2025-11-20T18:35:43,2025-11-20T18:40:14-06:00,271,USD,12.99,0.0,2.69,35.68,paid,hWN5Ws3CxM2aJNXDXHep4UBG,desktop,2603:7000:d0f0:e5c0:801a:1259:55d7:1558,False,unknown
38261639839966,9108981448926,en-US,unknown,/cart/c/hWN54tijD1HDxItkQUfUHlZK?key=0dc50c91693583147b83451be44bce64&ccid=XgmIT34UKo3uvJQXext-hqkNmQayJMdPvgkgzww9R-NBLuhNtg_RULIjWcqZpdI6Ojc41nosU41ihVGbwI6dXJjzbXa6zlgFPHECIR6hQGStV3z7Nga7kyBdXJB-Uui6&payment=shop_pay&_fd=0&locale=en,unknown,2025-11-08T21:18:27,2025-11-08T21:23:43-06:00,316,USD,44.95,0.0,3.59,48.54,paid,hWN54tijD1HDxItkQUfUHlZK,mobile,2600:1700:76f0:2320:1852:ba7c:d326:ffce,False,unknown
36497771921630,8322364113118,en-US,unknown,/en/products/gtrend-futures-for-gunbot-already-owners,unknown,2025-03-04T02:58:11,2025-03-04T03:01:40-06:00,209,USD,229.0,0.0,0.0,229.0,paid,Z2NwLXVzLWNlbnRyYWwxOjAxSk5HNjJRTVc3UUg2RUNESjU1WkFOWk1U,desktop,159.196.236.67,True,unknown
36304177561822,8128605552862,en-US,unknown,/en/products/gtrend-spot-for-gunbot-already-owners,unknown,2025-01-14T00:00:03,2025-01-14T00:07:37-06:00,454,USD,229.0,0.0,0.0,229.0,paid,Z2NwLXVzLWNlbnRyYWwxOjAxSkhIUFA0WTZBTTBIRTYxQ1lWNUZZNkdN,desktop,2001:16a2:c270:bddf:9dbd:eeda:b2c1:de0f,True,unknown
36276237205726,8200721662174,en-US,https://gunbot.company.site/,/en,unknown,2025-01-05T17:22:50,2025-01-05T17:26:13-06:00,203,USD,399.0,0.0,0.0,399.0,paid,Z2NwLWV1cm9wZS13ZXN0MTowMUpHV0NINjUxTVRZOTlRM1gxQjNEVEJOSA,desktop,93.237.222.246,False,unknown
36266537058526,8128605552862,en-US,https://www.youtube.com/,/en,unknown,2025-01-03T03:10:40,2025-01-03T03:17:38-06:00,418,USD,399.0,0.0,0.0,399.0,paid,Z2NwLXVzLWNlbnRyYWwxOjAxSkdOUTdOOUZUNDdSVjFCUTdEUVgyS0dY,tablet,141.179.92.182,True,unknown
36119177494750,8128605552862,en-US,unknown,/en,unknown,2024-11-26T00:06:47,2024-11-26T00:11:55-06:00,308,USD,229.0,0.0,0.0,229.0,paid,Z2NwLWV1cm9wZS13ZXN0MTowMUpES0hDMzZXWFZHUEdaUFlEMzVXRkJCSw,tablet,2001:16a2:c0bb:ce9b:88a0:e9ec:db26:ca48,True,unknown
35380187529438,7710559797470,en-US,unknown,/,unknown,2024-07-15T19:22:32,2024-07-15T19:30:18-06:00,466,USD,22.99,0.0,3.68,26.67,paid,Z2NwLXVzLWNlbnRyYWwxOjAxSjJXSkdXNTNIWTRER1A5NFFHNUhFNzhR,mobile,2806:267:4401:1b6:d0ca:a4e6:d98c:bbc9,True,customer
